gene  z1         z2       z3          z4        z5          z6      z7        z8         z9        z10    z11         z12       z13       z14        z15      z16       z17      z18        z19        z20       z21     z22        z23       z24       z25      z26        z27       z28        z29      z30       z31      z32       z33       z34       z35       z36       z37       z38        z39       z40      z41       z42        z43      z44        z45      z46       z47      z48         z49       z50      z51       z52        z53       z54      z55        z56      z57        z58      z59       z60        z61      z62      z63              
2060  -0.53606  -0.83807   0.24776  -0.25335   0.15156  -0.01954  -0.52037  -0.33282  -0.13091  -0.86099  -0.77620  -0.68866   0.19503  -2.15287  -0.34066  -0.57875  -0.00980  -2.04026  -2.03036  -1.40161  -0.66972  -0.90820  -0.94830  -0.40115  -0.59684  -0.35382  -1.22716  -0.63337  -0.22872  -0.55139   0.21358  -0.00040  -0.65503   0.08627  -0.54784  -1.39959  -1.32238  -0.19268  -0.25096  -1.27048  -0.93726  -0.98631  -0.93675  -0.11435  -0.65287  -0.74370  -1.08649  -0.91442  -0.63281  -0.79175  -0.27247  -0.83023   0.41986   0.68773  -0.02307   0.75595   0.47505   0.39133  -0.11586  -0.51149   0.01435   0.07418  -0.18773
2061   0.02433   0.02523   0.17902  -0.06903   0.04009   0.35094  -1.14178   0.73056   0.40723  -0.86016  -0.88916  -0.44442   0.58185  -1.47578   0.45187   0.18103   0.16382  -0.71202  -0.72350  -1.17038   0.39991   0.17404  -0.52193  -0.77079  -0.22872  -0.51584  -0.91180   0.09390  -0.54948  -0.43967  -0.37877  -0.85673  -0.45169   0.07418   0.05403  -0.51149  -0.03698   0.03773  -0.80218  -0.59648  -0.42603   0.10890  -0.99709  -0.83299  -1.07720  -0.66841  -0.22872  -0.65923  -0.70189  -0.51266  -1.46103  -0.78669  -1.32859  -0.13559  -0.23997  -0.45815   0.01435   0.50724  -0.58152  -1.07603   0.09062  -0.42741   0.14988
2062  -1.37219  -1.19254  -1.46990  -0.78417  -1.96791  -2.70680  -1.68187  -0.84410  -1.27333  -2.21598  -1.73528  -1.73132  -1.37131  -0.74676  -0.87361  -0.42541  -1.08073  -1.21757  -1.24914  -1.07266  -0.53828  -0.62419  -1.03861  -0.73585  -1.21875  -1.03677  -0.87529  -0.31588  -0.99142  -0.65923  -0.70867  -0.87984  -1.42400  -1.13647  -1.37358  -1.85151  -1.83102  -1.90449  -1.87146  -1.74326  -1.87537  -1.61708  -1.59464  -0.99290  -2.05183  -1.22384  -1.51985  -0.94353  -1.51029  -1.78712  -0.46952  -1.88585  -1.36316  -0.78867  -0.86016  -0.68172  -1.39655  -2.17684  -2.69489  -2.21598  -0.83023  -1.38669  -0.98631
2063  -1.52145  -0.81205  -1.21849  -0.74570  -1.53574  -0.85709  -1.40732  -0.74745  -0.97763  -1.87897  -1.28375  -1.37912  -1.74326  -2.35456  -0.77143  -0.27807  -0.70917  -1.29244  -1.29627  -0.56704  -1.11019  -2.45550  -2.07864  -0.37753  -0.26247  -0.92521  -0.26247  -0.32635  -1.10203  -0.85673  -0.58152  -0.93433  -0.66155  -0.93299  -1.28430  -0.12812  -0.91267  -1.39091  -1.10098  -0.46737  -1.44689  -0.40662  -0.51936  -0.45815  -1.29938  -2.35613  -1.11247  -0.33841  -0.57786  -0.60249  -0.74602  -0.61675  -1.10203  -1.08932  -0.45697  -1.62921  -0.35757  -0.51149  -0.95347  -0.94766  -1.39655  -1.25247  -0.99737
2064  -0.96038  -1.08694  -1.14413  -0.37753  -1.37912  -1.49645  -2.01486  -0.82508  -0.79474  -1.59464  -1.09200  -1.68497  -2.43166  -1.94107  -0.07107   0.39797  -1.41799  -1.43885  -1.41511  -0.92130  -0.08099  -1.82511  -2.03949  -1.08309  -0.29296  -0.75609  -0.73200  -0.34186  -0.51819  -0.54550  -0.07359  -0.38691  -0.54533  -0.54948  -1.06466  -0.24942  -0.97035  -0.88953  -0.83218  -0.35155  -1.26825  -0.71734  -0.93726  -1.57825  -1.23409  -2.13454  -1.44689  -0.63696  -0.89882  -0.58870   0.20086  -1.02750  -0.61601   0.07404  -1.27961   0.02496  -1.96791  -0.65489  -0.74602  -0.00783  -0.61601  -1.34977  -0.10251
2065   0.55566   0.17902  -0.69645   0.02342  -0.22766   0.45685  -1.37358  -0.25373  -0.23750  -1.39655   0.09485  -0.04134  -1.12501  -1.94527   0.12093  -0.30897  -0.41696  -1.47710  -1.46329  -0.83299  -1.47491  -1.93206  -1.78652  -0.14497   0.31787  -0.25335  -0.22402  -0.45319  -0.83489   0.09948   0.22262  -1.17806  -0.70068  -0.44411  -0.70189  -0.14434  -0.83109  -0.77404  -0.88807  -0.52391  -0.92470  -0.36334  -0.91923  -0.92521  -1.82900  -2.46708  -1.75709   0.12967  -0.52037  -0.87001  -0.16305  -1.42068  -0.09723   0.23440   0.60584  -0.80352  -0.71795  -1.09558  -1.29026  -0.91717  -0.94920  -1.29408  -0.72981
2066   0.22932   0.24310  -0.40662  -0.41612  -0.86608  -0.11929  -0.29652  -0.19350  -0.02568  -1.23736   0.06839  -0.19827  -0.20727  -1.25194  -0.51638   0.12093   0.01395  -1.39091  -1.36004  -0.21035  -0.28988  -1.29682  -1.20681  -0.50667  -0.20102  -0.16305  -0.62540  -0.13938  -0.55547  -0.54784  -0.18351   0.20612  -0.50600  -0.78318   0.07218   0.34146  -0.51149   0.20351  -0.21921  -0.15806  -0.41680   0.06452  -0.25013   0.31090  -1.47578  -1.39312  -1.49645  -0.54723   0.05155  -0.42251  -0.47337  -0.24124  -0.29236  -0.12053  -0.14330  -0.58098  -0.47844   0.35718  -0.75047  -0.34673  -0.93433  -1.01390  -0.70290
2067  -1.87292  -1.07705  -0.63027  -1.07690  -1.41872  -1.54097  -1.08813  -1.77952  -1.71814  -1.69937  -0.55766  -1.04173  -0.81047  -1.71397  -1.38920  -1.14949  -0.09319  -1.22078  -1.20681  -1.86417  -0.62353  -1.19617  -1.90819  -2.32248  -1.17920  -1.47841  -1.38870  -1.45651  -1.00335  -1.18254  -1.05729  -0.27161  -1.77908  -1.82449  -2.73107  -2.48956  -3.18689  -1.43801  -2.14815  -1.66881  -3.02306  -2.37199  -2.56973  -2.22573  -1.25142  -1.66354  -2.99974  -2.14260  -2.07784  -1.91770   0.30195  -2.49200  -0.99750  -1.09379  -1.71203  -0.93771  -2.46415  -2.74656  -1.99482  -1.67772  -0.33785  -1.41080  -0.72702
2068  -1.13647  -1.23066  -0.54266  -0.97578  -1.21875  -0.89245  -1.27048  -0.89686  -1.15201  -1.83102  -1.57058  -2.05417  -1.22469  -1.47841  -0.72495  -0.60121  -1.14460  -1.30601  -1.35035  -1.64211  -0.78318  -0.35932  -0.48305  -0.84491  -1.08398  -0.62952  -1.08872  -0.66885  -0.56846  -0.71652  -0.42909  -0.91442  -0.48459  -0.11586  -0.55626  -1.13088  -0.86608  -0.61019  -0.97963  -0.60496  -0.76443  -1.11383  -1.32821  -0.44411  -1.35170  -0.29323  -0.61555  -1.41049  -0.44426  -0.89441  -1.19073  -1.03170  -0.67974  -0.75897  -1.02450  -0.79685  -0.23256  -0.55282  -0.98203  -1.39191  -1.06539  -0.84679  -1.69419
2069  -1.63954  -1.57154  -1.65084  -1.37833  -1.66617  -1.48568  -1.72556  -1.51894  -1.62111  -1.84201  -1.52168  -1.80668  -1.53388  -1.98933  -1.90751  -1.54695  -1.21293  -1.79249  -1.75302  -1.01957  -1.85822  -1.66499  -1.94212  -0.95192  -0.87121  -1.53481  -1.37625  -1.36718  -1.49344  -1.59464  -1.03269  -1.75622  -1.46555  -1.59464  -1.64878  -1.33960  -1.71397  -1.09617  -1.19741  -1.47863  -1.92518  -1.33237  -0.97194  -1.31119  -2.07704  -1.73528  -1.54155  -0.83518  -1.27871  -1.98418  -0.93547  -1.58238  -0.83524  -1.26603  -1.51985  -1.58384  -1.32126  -1.40854  -2.07704  -1.85439  -1.51894  -1.69419  -2.40269
2070  -1.96737  -1.63954  -1.47666  -0.93662  -2.72006  -2.21598  -1.04813  -2.46708  -1.57058  -1.72486  -2.59837  -2.49200  -2.29960  -2.83446  -2.37679  -2.39306  -3.18689  -3.04638  -3.04638  -2.14260  -3.63062  -2.78872  -3.10125  -2.12111  -1.72093  -3.18689  -2.41633  -2.17244  -2.40075  -2.46795  -1.96362  -1.47962  -2.14730  -0.83570  -2.07188  -2.68311  -1.80867  -2.35456  -0.86353  -0.65422  -1.31509  -1.65566  -1.75637  -1.41799  -2.30763  -2.64802  -0.97035  -3.10125  -2.41633  -3.26493  -0.18773  -2.39306  -0.71857  -1.23040  -0.44411  -1.51687  -1.63954  -2.51950  -0.39193  -2.38277  -2.12111  -1.61708  -0.66797
2071  -1.57837  -1.61607  -1.59537  -1.31826  -0.57830  -1.42879  -1.52786  -1.15265  -1.41872  -2.28085  -1.61658  -1.53736  -1.38530  -1.86498  -1.94527  -1.87733  -1.70130  -1.78652  -1.72626  -1.61556  -1.75709  -1.52534  -1.47382  -1.28610  -1.53574  -1.39191  -1.60728  -1.64211  -1.50690  -1.55049  -1.39959  -2.01263  -1.41018  -1.60080  -1.27961  -1.26302  -1.85822  -1.25387  -1.26302  -1.50352  -1.90248  -1.81556  -0.99764  -1.32013  -1.86079  -0.99954  -2.03642  -0.78078  -1.52557  -1.88093  -1.50419  -1.90751  -1.10098  -1.43192  -2.20822  -1.42234  -0.87001  -1.05772  -1.68120  -2.17905  -1.40447  -1.56963  -1.93621
2072  -1.26532  -1.18777  -0.28330  -0.18435  -1.51074  -1.56502  -0.88831  -0.87001  -1.22384  -1.51791  -0.89166  -0.61555  -1.04017  -1.42068  -0.92470  -0.73481  -1.02110  -1.51985  -1.38669  -2.23692  -0.96142  -0.87253  -1.77908  -2.30410  -2.00551  -1.65815  -1.10565  -1.18433  -1.12856  -0.91717  -0.95024  -1.13647  -1.15423  -1.47764  -1.99997  -2.20094  -1.86336  -1.66841  -2.69489  -1.93086  -1.82573  -1.59464  -2.22363  -2.42199  -1.29792  -1.32351  -1.55238  -2.41633  -1.47863  -1.83447   0.26727  -2.17244  -1.26977  -1.22010  -1.14712  -0.90659  -1.67159  -2.09557  -1.52971  -1.24116  -0.94637  -1.25544  -0.68687
2073   0.08567  -0.42358  -0.00456   0.06839  -0.66972  -0.61296  -0.77740  -1.59229  -1.48568  -0.04364  -1.00233  -0.63281  -2.54289  -0.22402  -1.03564  -0.99927   0.67008  -0.83726  -0.94637  -0.46793   0.11538  -0.22149   0.25688  -0.54533  -0.60121  -0.79175  -0.98230  -0.23105   0.20559   0.03956  -0.85762   0.16178  -0.11435  -0.61296  -0.51149  -0.23699   0.31660  -0.54395  -0.76722   0.32783  -0.34136  -0.09212  -1.17151   0.22638  -1.73727  -0.87984   0.09062  -0.63027   0.38117  -0.59376   0.47038  -1.06553   0.73056  -0.59684   1.21795   0.13514  -0.21400  -0.50924   0.60524  -0.61065   0.87027   0.54014  -0.04335
2074  -1.51687  -1.47863  -1.48214  -1.13166  -2.36769  -1.75709  -2.02810  -1.83102  -2.02526  -2.16762  -1.07705  -1.04813  -1.43948  -1.27378  -1.94107  -1.84548  -1.13166  -1.25544  -1.23615  -1.48214  -1.61456  -2.09557  -1.56963  -0.23756  -0.87984  -1.37912  -1.00130  -1.05006  -0.66885  -0.72929  -1.08398  -0.87121  -1.37131  -1.75766  -1.87016  -1.07295  -2.19555  -1.96434  -1.03826  -1.81371  -1.79040  -1.78950   0.18706  -0.64379  -1.58238  -1.44689  -2.05847  -0.71652  -1.00711  -1.39413  -1.65397  -1.48568  -1.69147  -2.14730  -1.68309  -2.02810  -1.27422  -1.80759  -2.50472  -2.09354  -1.50690  -1.67345  -0.88177
2075  -1.23015  -0.32712  -1.17393  -0.84270  -2.78872  -1.60080  -1.12332  -0.83218  -0.87984  -2.48473  -1.66025  -1.15789  -0.15274  -1.21041  -1.51482  -1.63177   0.05373  -0.94637  -0.96548  -0.31972  -0.33038  -1.65815  -1.44509  -0.32712  -0.03072  -0.28330  -0.46164  -0.71857  -0.13159  -0.51584  -0.24788   0.21358  -0.68687  -0.37172  -0.29323   0.01395  -0.50958  -0.81724   0.52203  -0.40332  -0.55460  -0.10976   0.48261   0.08723  -0.59149  -1.18777  -1.64878   0.15409  -0.27161   0.01153  -0.45934   0.30498  -1.43980  -1.66025  -0.64947  -1.50127  -1.23066  -1.42110  -1.65920  -0.13559  -0.33045  -0.63450  -0.52193
2076  -1.61556  -1.71535  -1.66104  -0.85762  -1.77581  -2.58763  -1.88816  -1.47120  -1.70982  -2.81732  -2.22573  -1.55975  -1.74612  -2.62589  -1.83855  -1.47382  -1.25544  -2.30915  -2.32969  -2.37679  -1.66735  -1.61658  -1.99445  -1.52534  -1.73528  -1.49344  -1.58994  -1.84201  -2.15546  -1.64146  -1.54883  -1.76580  -1.92382  -1.91480  -2.14260  -1.83447  -2.25171  -2.16282  -2.19376  -1.60330  -2.34778  -2.09842  -1.18515  -1.85822  -2.62589  -1.62999  -2.55643  -1.55998  -1.55497  -2.16282  -1.21117  -2.06989  -1.87831  -1.30785  -2.04026  -1.37219  -1.87016  -1.92041  -2.42199  -2.12445  -1.32013  -2.34046  -2.19376
2077   1.02038   1.13971   1.28802  -0.66339   0.99870   0.26983   1.01144   1.13198   0.91725   0.16178   1.14924   1.12738   0.73280   0.90725   1.20761   1.14354   0.76062   0.69791   0.81702   0.55337   0.92925   1.39936   1.25691  -0.29323   0.47440   0.58336   0.57129   0.56130   0.45685   0.55075   0.83064   0.68509   1.83886   0.90725  -0.28669  -0.29172   0.06403   0.27774   0.83781   0.38319   0.25773   0.37833   0.27598  -0.38655   1.55596   1.60881   0.08723   0.67684   0.57667   1.43192   1.53337   0.71957   1.03622   0.67008   1.09400  -0.15976   0.32977  -1.65397   0.70828   1.13971   0.10841   0.37833   0.82057
2078  -2.37679  -1.66841  -1.58994  -1.59464  -2.53018  -2.73107  -1.11019  -2.08265  -2.07188  -2.62589  -2.64802  -2.78872  -2.35613  -2.37815  -2.23135  -2.13984  -2.48654  -2.64802  -2.62589  -2.62589  -2.53018  -1.53307  -2.37815  -2.55643  -2.99974  -2.41633  -2.83446  -2.19824  -2.26344  -2.28085  -2.08265  -2.15546  -1.63088  -1.92518  -2.17596  -2.13707  -2.41633  -2.72006  -2.96619  -2.09354  -2.58763  -2.78872  -2.03873  -1.56022  -2.73107  -1.06553  -2.24958  -2.40351  -2.42199  -2.70530  -2.09842  -3.04638  -2.41633  -1.87635  -1.91770  -1.80668  -1.90248  -2.09293  -2.56973  -2.59837  -1.68497  -2.59837  -2.15373
2079  -1.50014  -1.59537  -1.73217  -1.21875  -1.87016  -2.40186  -1.49791  -2.08024  -1.53574  -2.38277  -2.20549  -2.42199  -1.62591  -1.86336  -1.24116  -1.42151  -1.54062  -1.86530  -1.86498  -1.84897  -1.65189  -1.40936  -1.98143  -1.71535  -1.76580  -1.76317  -2.07864  -1.38530  -1.61407  -1.37279  -1.21824  -1.08022  -1.48988  -1.36160  -1.56915  -1.55497  -2.46415  -0.99927  -1.89546  -1.54343  -1.96684  -2.29661  -1.26745  -1.55001  -1.86336  -1.35402  -3.10125  -1.67159  -2.10497  -2.38791  -1.18433  -2.65859  -1.55025  -0.91717  -1.87146  -0.77816  -1.88585  -2.17025  -2.92435  -2.40351  -1.28430  -2.36769  -2.30209
2080  -1.27333  -1.72486  -1.38970  -1.39959  -1.66104  -1.66104  -2.50168  -1.47491  -1.67745  -2.13200  -3.04638  -2.20822  -1.43885  -1.78146  -0.67531  -0.88916  -1.72290  -1.99262  -1.93206  -2.35039  -1.40019  -0.97963  -1.68013  -2.34046  -2.46882  -2.16762   0.91045  -2.27136  -1.98933  -1.11842  -2.20094  -1.19147  -1.61658  -1.47863  -1.05041  -2.08225  -1.74069  -1.44403  -1.86143  -1.93517  -1.85790  -1.55975  -1.33693  -0.99818  -1.00827  -0.76443  -1.37595  -0.86798  -0.88722  -1.73217  -1.35035  -1.27048  -1.49791  -0.36875  -0.89050  -0.53333  -1.30601  -1.82697  -1.44096  -2.49502  -1.07266  -0.90313  -2.62589
2081  -1.46103  -1.00389  -1.26567  -1.51074  -2.34778  -1.03170  -0.92420  -1.21689  -0.92162  -1.54155  -1.36767  -0.99981  -0.43580  -1.47120  -0.41680  -0.45052  -0.70512  -1.11964  -1.13460  -1.09155  -0.84491  -1.27422  -1.81556  -2.99974  -2.35770  -2.30611  -1.52580  -2.12445  -2.38791  -2.25384  -1.09081  -0.55801  -0.33129  -0.63394  -1.82449  -2.29536  -1.00233  -0.72929  -1.07690  -1.63177  -1.60330  -1.24480  -1.43885  -1.12856  -0.18075  -0.78702  -2.10128  -0.86608  -0.93433  -0.35775  -0.98551  -0.48695  -1.19534  -1.12440  -0.61675  -0.56687  -0.55139  -0.47008  -0.17459   1.29148  -0.87984  -0.20862  -0.06550
2082  -1.27422  -1.52145  -1.08531  -0.73909  -1.91157  -1.94527  -1.44308  -2.08024  -1.98418  -2.56973  -1.98767  -1.23745  -1.93621  -1.89712  -0.28669  -0.58241  -1.99445  -1.05006  -1.04513  -2.07088  -1.35577  -1.33693  -1.27333  -2.70906  -1.97113  -1.52236  -1.64878  -1.87831  -2.17684  -2.51950  -1.86562  -1.22282  -1.06205  -1.15550  -1.80577  -1.38669  -1.79925  -1.99262  -1.52374  -1.21689  -1.65736  -1.38051  -1.56334  -1.73727  -2.08506  -1.83447  -2.14303  -1.64981  -0.84959  -2.12111  -1.04229  -2.21598  -1.51051  -1.18009  -1.55497  -1.50014  -2.05847  -2.10538  -1.94107  -2.05183  -2.05183  -1.29171  -2.03797
2083  -1.60529  -1.11095  -1.20648  -0.21785  -1.21824   0.07849  -2.20822  -0.16517  -0.44068  -1.48214  -1.99262  -0.70178  -0.60918  -3.26493  -1.90449  -1.31509   0.20086  -1.79789  -1.89879  -2.94527  -0.61019  -2.57331  -2.87915  -1.06524  -1.49791  -1.56117  -2.14260  -0.13559  -1.75651  -1.17393  -1.25650  -1.61961  -1.49835  -1.14178  -0.50883  -2.01486  -0.98994  -1.29938  -1.22078  -2.09232  -2.07088  -1.63954  -2.14538  -0.47337  -0.23187  -1.82016  -0.62559   0.46972  -1.15932  -0.70497  -0.33841  -0.40444   0.54049   0.38233  -0.24705   0.27945   0.02059   0.40496   0.09390  -0.60496   0.55075  -0.81126   0.08567
2084  -0.44457  -0.50850  -1.05449  -1.55001  -1.40447  -0.84119  -0.40332  -0.49070  -0.84679  -1.68309  -0.70290  -1.05199  -1.49701  -0.58672  -0.48370  -1.28484  -0.25096  -0.55243  -0.56282  -0.25373  -0.93662  -1.35170  -0.62952  -0.99737  -0.73450  -0.99981  -0.94701  -0.74507  -0.51638  -0.70123  -0.81453  -0.50096  -0.83402  -1.16075  -1.04970  -0.20028  -0.67345  -1.57058  -1.59537  -1.26674  -1.17506  -1.00389  -1.22630  -0.23965  -1.27333  -1.27333  -1.20966  -0.73450  -0.54043  -0.95024  -0.43580  -0.69405  -1.61658  -1.38970  -0.29989  -1.88093  -1.07705  -1.85439  -1.65566  -1.53736  -1.43328  -1.07845   0.19058
2085   0.34032  -0.17922  -0.83518   0.08015  -0.88783  -0.20678  -1.48214  -0.41688  -0.48898  -1.03226  -0.66339  -1.09558  -0.74570  -1.14822  -0.22766   0.04009   0.06611  -0.87589  -0.87648  -0.13622  -0.54524  -1.11383  -0.80041  -0.10514  -0.00713  -1.08531   0.01504  -0.27358  -0.98792  -0.07683   0.08015  -0.16164  -0.16046  -0.26143   0.07590   0.33586  -0.11929  -0.88177  -0.51325  -0.34066  -0.61675   0.41009  -0.38221  -0.28390  -1.43759  -1.96434  -0.91056   0.22833  -0.49070  -0.22402  -0.47289  -0.41309  -0.68172  -0.07996   0.52360  -0.84270   0.05159  -0.70568  -1.09677  -0.62521  -0.96038  -0.97154  -0.25373
2086  -0.94920  -1.17393  -0.41961  -1.06539  -0.34623  -0.98230  -1.30601  -0.87181  -0.95347  -1.24688  -1.20966  -1.49634  -0.58058  -2.43166  -1.14413  -1.36718  -0.12053  -2.46415  -2.45982  -1.79144  -1.12501  -1.23753  -1.50014  -0.56555  -0.38089  -0.95270  -1.54109  -0.88225  -0.58152  -0.82463  -0.63027  -0.45815  -1.44128  -0.68191  -0.58811  -1.37654  -1.44520  -0.57946  -0.31862  -1.33029  -1.05449  -1.31826  -0.78669  -0.46737  -0.92824  -1.11171  -1.10369  -0.91892  -1.00130  -0.66924  -0.95153  -1.25544  -0.28822  -0.13694  -1.27333   0.22262  -0.15806  -0.23319  -0.40444  -1.61002  -0.25141  -0.32927  -0.31567
2087  -1.11842  -0.50195  -0.54542  -0.00040  -1.23220  -1.93933  -0.99737  -0.90758  -1.30195  -1.57537  -1.39959  -0.95192  -1.42234  -0.88722  -0.18435  -0.32927  -0.88868  -1.45222  -1.46685  -1.27692  -0.10370  -0.07683  -0.33129  -1.52580  -1.27692  -0.35610  -0.46793  -0.65923  -0.83529  -0.69645  -0.56203   0.00538  -0.27161  -0.14717  -0.88298  -1.26674  -1.04755  -0.44223  -1.26745   0.27475  -0.31897  -0.04704  -0.21685  -0.97240  -1.54155  -0.46267  -0.68866  -1.26381   0.11199  -0.33205  -0.09910  -0.16706  -0.66670  -0.41309  -0.41749  -0.54784  -1.49166  -1.43654  -1.14767  -0.40662  -0.40377  -0.45555  -0.61019
2088  -1.43759  -0.61111  -0.62195  -0.36651  -1.47491  -1.77908  -1.35170  -1.34458  -1.12501  -1.17831  -1.94597  -0.66885  -1.42628  -1.86015  -0.75609  -0.80442  -0.99506  -2.48654  -2.50168  -1.88701  -0.66087  -0.91267  -1.89712  -3.18689  -2.75673  -2.34150  -2.05573  -2.11279  -0.82932  -0.47008  -2.02090   0.44263  -0.22149  -0.82463  -0.73200  -0.78275  -0.90313  -0.23699  -1.28321  -1.30260  -0.45815  -0.02922  -0.42358  -0.73200  -1.01777  -1.26567  -1.00909  -1.44308  -0.26794  -0.83402   0.64682  -0.54680  -0.59512  -0.42603  -0.98230  -0.38089  -1.04385  -1.36385  -0.94071   0.22650  -0.50850  -0.72062  -0.24705
2089  -0.52054   0.03982  -0.37637  -0.13445  -0.65278   0.00145  -1.45651  -0.30966  -0.79441  -1.54942  -0.56238  -1.05729  -0.45158  -1.57345  -1.09006  -1.00389  -0.18773  -1.22282  -1.13088  -0.70816  -0.16311  -0.87001  -1.36316  -1.15789  -1.26196  -0.75227  -1.96612  -0.68866  -0.86347  -0.98470  -0.97035  -0.21785  -0.50046  -0.49070  -0.02307  -0.05435  -0.77360   0.00856  -0.62521  -1.03861  -0.20187  -0.01471  -0.35382  -0.77620  -0.39364  -0.66963  -0.89221  -0.00401  -0.33129   0.17513  -0.75503  -0.43850  -0.01878  -0.88868  -1.27422  -0.91093  -0.47185  -1.25913  -1.64878  -0.86465  -0.14434  -0.68617  -0.78702
2090  -1.19419  -1.58520  -1.78504  -0.66963  -1.98052  -2.54289  -1.93206  -1.96362  -2.14815  -2.48473  -1.99445  -2.01486  -1.76071  -2.29214  -1.43801  -1.10369  -0.58098  -2.05183  -2.04026  -1.58606  -1.08073  -1.78712  -1.62642  -1.62642  -1.69937  -1.55049  -1.25913  -1.87831  -2.08626  -1.46881  -1.31444  -1.26479  -1.17782  -1.43843  -1.47382  -1.82232  -1.57058  -1.83855  -1.84643  -1.54062  -1.81340  -2.06791  -1.04272  -2.07704  -2.12990  -1.31045  -2.12780  -1.53574  -1.56022  -1.66104  -0.82303  -1.83432  -1.41944  -1.23762  -2.10579  -1.06655  -2.13454  -2.27594  -2.70906  -2.48956  -1.34266  -2.45982  -1.58007
2091  -0.53837  -0.37579  -1.34977  -1.55497  -1.92965  -0.58609  -1.32013  -0.23756  -0.40865  -1.85822  -1.69419  -1.56334   0.13793  -1.37042  -0.18773  -1.07720  -0.25174  -0.06780  -0.09574  -1.08813  -0.08703   0.89839   0.01153  -0.26853   0.22932  -0.43086  -0.94212   0.65760   0.21680  -0.04704  -0.08230  -0.05943  -0.20862  -0.10820   0.47440  -0.31862   0.25196   0.26332  -0.42030  -0.38031   0.00856   0.21358  -0.95451  -0.19123  -0.15487   0.40496   0.10890   0.43722  -0.32138   0.20612  -0.53837   0.45685  -1.09767  -0.22402  -0.58879  -0.16978   0.22174  -1.21293  -1.33427  -0.11116   0.42752  -0.80218  -0.11116
2092  -0.52899  -0.62353  -0.40410  -0.78318  -0.61767  -0.51295  -2.05067   0.28518  -0.25096  -1.82480  -1.52374  -1.01570   0.05012  -3.10125  -0.82565  -0.63573  -0.37877  -1.54249  -1.55736  -2.20322  -0.51584  -1.53574  -2.29313  -1.72626  -1.96612  -1.89181  -2.29214  -1.03381  -1.57825  -1.20148  -1.25142  -2.07704  -0.69065  -1.21293  -0.39193  -1.77908  -0.12562  -1.60330  -2.14730  -1.16917  -1.24480  -0.58951  -1.97583  -0.94766  -1.82016  -2.33507  -1.46935  -0.98230  -1.09379  -1.50419  -1.81096  -1.44774  -1.64878  -1.12332  -1.62111  -0.90659  -0.89845  -0.61111  -2.10210  -1.70431  -0.69575  -1.24775  -1.07690
2093  -0.75619  -0.96785  -1.34017   0.21358  -1.22792  -2.16282  -1.99262  -2.42709  -1.47382  -1.91770  -2.01486  -1.36905  -2.30209  -1.13647  -0.29652   0.11649  -1.43948  -1.29026  -1.27422  -0.31403   0.23748  -0.69405  -0.86465  -2.43166  -1.23109  -1.30260  -1.63088  -0.79374  -0.55356  -1.06205  -0.51819  -0.48735  -1.31509   0.19836  -0.79874  -0.21010  -2.42938  -0.86846  -0.34348  -0.55626  -0.98604  -0.98886  -0.66204  -0.60121  -0.47844   0.01779  -1.33427   0.63742  -0.60249   0.43162   0.06839   0.22686  -0.88661   1.25691   0.12813   0.95231  -1.73217  -2.19376  -0.39616   0.84726   0.30848  -1.43759  -0.13091
2094  -1.33427  -1.49701  -1.54109  -1.09155  -0.30700  -2.37679  -2.18927  -1.65189  -2.29661  -2.34150  -2.28085  -2.74656  -1.91770  -3.63062  -1.38530  -1.42110  -2.07188  -3.10125  -3.18689  -2.78872  -1.25404  -3.26493  -2.80017  -3.63062  -3.26493  -3.10125  -2.96619  -1.50713  -1.80061  -1.67612  -1.89313  -1.29673  -0.94817  -0.52054  -1.26381  -1.62111  -1.57849  -0.74602  -1.86562  -2.29960  -1.58312  -1.07149  -1.69147  -1.01584  -2.64234  -3.26493  -2.51950  -2.35770  -1.56334  -2.09842  -1.93621  -1.86530  -0.78133  -1.25650  -1.59586  -1.18794  -0.75131  -0.89845  -1.73528  -2.05222  -0.83460  -0.78472  -1.76580
